SCAPS 3.3.11 ELIS-UGent: Version scaps3311.exe, dated 07-10-2023, 11:15:54
Simulation of I-V curves
Single shot simulation #	1
Calculation started : 	18-11-2023 at 21:43:28

problem definition file :	c:\Program Files (x86)\Scaps3311\def\CdTeSe.def
last saved: 	18-11-2023 at 18:11:51

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Program Files (x86)\Scaps3311\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 14:59:48
Neutral density filter: ND	  0.0000
Transmission of ND filter:	  1.0000e+00
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	  100.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)
   0.920000	   -2.50667637e+01	        3.46259897e-01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    2.50992305e-01	    9.52675924e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.930000	   -2.50179548e+01	        3.95068757e-01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    2.98127081e-01	    9.69416762e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.940000	   -2.49531822e+01	        4.59841365e-01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    3.61195551e-01	    9.86458141e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.950000	   -2.48666685e+01	        5.46355087e-01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    4.45978748e-01	    1.00376339e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.960000	   -2.47504977e+01	        6.62525936e-01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    5.60396433e-01	    1.02129503e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.970000	   -2.45938648e+01	        8.19158752e-01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    7.15257261e-01	    1.03901492e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.980000	   -2.43821181e+01	        1.03090547e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    9.25217049e-01	    1.05688422e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.990000	   -2.40955867e+01	        1.31743693e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    1.20995059e+00	    1.07486336e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.000000	   -2.37082416e+01	        1.70478196e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    1.59549078e+00	    1.09291179e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.010000	   -2.31863291e+01	        2.22669449e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    2.11559570e+00	    1.11098791e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.020000	   -2.24872523e+01	        2.92577121e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    2.81286630e+00	    1.12904916e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.030000	   -2.15591381e+01	        3.85388538e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    3.73918011e+00	    1.14705272e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.040000	   -2.03416189e+01	        5.07140456e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    4.95490887e+00	    1.16495696e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.050000	   -1.87682788e+01	        6.64474464e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    6.52647226e+00	    1.18272376e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.060000	   -1.67708487e+01	        8.64217473e+00	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    8.52214259e+00	    1.20032140e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.070000	   -1.42846684e+01	        1.11283550e+01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    1.10065822e+01	    1.21772742e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.080000	   -1.12544494e+01	        1.41585739e+01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    1.40350809e+01	    1.23493033e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.090000	   -7.63927398e+00	        1.77737492e+01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    1.76485563e+01	    1.25192979e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.100000	   -3.41611257e+00	        2.19969106e+01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    2.18700371e+01	    1.26873502e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.110000	    1.41830604e+00	        2.68313292e+01	    2.54131997e+01	    0.00000000e+00	    0.00000000e+00	    2.67027930e+01	    1.28536223e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00

solar cell parameters deduced from calculated IV-curve:
Voc =	    1.107194	Volt
Jsc =	   25.25731377	mA/cm2
FF =	   85.4453	%
eta =	   23.8945	%
V_MPP =	    0.980420	Volt
J_MPP =	   24.37174833	mA/cm2



SCAPS 3.3.11 ELIS-UGent: Version scaps3311.exe, dated 07-10-2023, 11:15:54
Simulation of I-V curves
Single shot simulation #	2
Calculation started : 	18-11-2023 at 21:44:07

problem definition file :	c:\Program Files (x86)\Scaps3311\def\CdTeSe.def
last saved: 	18-11-2023 at 18:11:51

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Program Files (x86)\Scaps3311\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 14:59:48
Neutral density filter: ND	  0.0000
Transmission of ND filter:	  1.0000e+00
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	  100.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)

   0.000000	   -2.49642687e+01	        2.07146913e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43059058e-01	    6.40878547e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.010000	   -2.49642376e+01	        2.07177935e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43063033e-01	    6.41149021e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.020000	   -2.49642061e+01	        2.07209515e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43067239e-01	    6.41422760e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.030000	   -2.49641740e+01	        2.07241582e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43071701e-01	    6.41698811e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.040000	   -2.49641414e+01	        2.07274174e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43076444e-01	    6.41977293e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.050000	   -2.49641082e+01	        2.07307337e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43081500e-01	    6.42258371e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.060000	   -2.49640745e+01	        2.07341123e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43086900e-01	    6.42542227e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.070000	   -2.49640400e+01	        2.07375589e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43092683e-01	    6.42829056e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.080000	   -2.49640048e+01	        2.07410797e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43098890e-01	    6.43119070e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.090000	   -2.49639688e+01	        2.07446819e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43105569e-01	    6.43412498e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.100000	   -2.49639318e+01	        2.07483731e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43112772e-01	    6.43709587e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.110000	   -2.49638940e+01	        2.07521619e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43120559e-01	    6.44010603e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.120000	   -2.49638550e+01	        2.07560578e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43128995e-01	    6.44315832e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.130000	   -2.49638149e+01	        2.07600711e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43138153e-01	    6.44625581e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.140000	   -2.49637734e+01	        2.07642132e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43148114e-01	    6.44940175e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.150000	   -2.49637306e+01	        2.07684964e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43158968e-01	    6.45259961e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.160000	   -2.49636862e+01	        2.07729343e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43170813e-01	    6.45585308e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.170000	   -2.49636402e+01	        2.07775414e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43183754e-01	    6.45916601e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.180000	   -2.49635922e+01	        2.07823332e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43197908e-01	    6.46254243e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.190000	   -2.49635423e+01	        2.07873263e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43213398e-01	    6.46598655e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.200000	   -2.49634902e+01	        2.07925383e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43230357e-01	    6.46950268e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.210000	   -2.49634357e+01	        2.07979876e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43248923e-01	    6.47309526e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.220000	   -2.49633786e+01	        2.08036930e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43269243e-01	    6.47676877e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.230000	   -2.49633188e+01	        2.08096742e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43291465e-01	    6.48052771e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.240000	   -2.49632561e+01	        2.08159508e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43315743e-01	    6.48437658e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.250000	   -2.49631905e+01	        2.08225078e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43342242e-01	    6.48828350e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.260000	   -2.49631212e+01	        2.08294340e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43371088e-01	    6.49232513e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.270000	   -2.49630484e+01	        2.08367140e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43402439e-01	    6.49647011e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.280000	   -2.49629719e+01	        2.08443654e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43436432e-01	    6.50072217e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.290000	   -2.49628915e+01	        2.08524049e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43473196e-01	    6.50508530e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.300000	   -2.49628071e+01	        2.08608477e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43512843e-01	    6.50956338e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.310000	   -2.49627185e+01	        2.08697075e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43555472e-01	    6.51416023e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.320000	   -2.49626256e+01	        2.08789958e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43601161e-01	    6.51887968e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.330000	   -2.49625284e+01	        2.08887223e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43649967e-01	    6.52372564e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.340000	   -2.49624266e+01	        2.08988946e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43701923e-01	    6.52870224e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.350000	   -2.49623204e+01	        2.09095179e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43757040e-01	    6.53381397e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.360000	   -2.49622096e+01	        2.09205957e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43815299e-01	    6.53906585e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.370000	   -2.49620943e+01	        2.09321292e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43876655e-01	    6.54446367e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.380000	   -2.49619744e+01	        2.09441178e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.43941036e-01	    6.55001417e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.390000	   -2.49618500e+01	        2.09565597e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44008343e-01	    6.55572537e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.400000	   -2.49617211e+01	        2.09694515e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44078447e-01	    6.56160682e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.410000	   -2.49615877e+01	        2.09827893e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44151193e-01	    6.56766996e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.420000	   -2.49614499e+01	        2.09965688e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44226404e-01	    6.57392843e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.430000	   -2.49613077e+01	        2.10107863e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44303877e-01	    6.58039853e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.440000	   -2.49611612e+01	        2.10254391e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44383395e-01	    6.58709956e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.450000	   -2.49610103e+01	        2.10405268e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44464725e-01	    6.59405429e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.460000	   -2.49608551e+01	        2.10560524e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44547630e-01	    6.60128942e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.470000	   -2.49606953e+01	        2.10720233e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44631872e-01	    6.60883607e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.480000	   -2.49605310e+01	        2.10884531e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44717228e-01	    6.61673031e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.490000	   -2.49603619e+01	        2.11053636e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44803498e-01	    6.62501376e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.500000	   -2.49601877e+01	        2.11227861e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44890519e-01	    6.63373423e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.510000	   -2.49600079e+01	        2.11407644e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.44978179e-01	    6.64294650e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.520000	   -2.49598220e+01	        2.11593563e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45066431e-01	    6.65271321e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.530000	   -2.49596292e+01	        2.11786374e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45155314e-01	    6.66310598e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.540000	   -2.49594285e+01	        2.11987029e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45244962e-01	    6.67420666e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.550000	   -2.49592189e+01	        2.12196716e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45335627e-01	    6.68610887e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.560000	   -2.49589987e+01	        2.12416891e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45427692e-01	    6.69891982e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.570000	   -2.49587663e+01	        2.12649317e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45521694e-01	    6.71276222e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.580000	   -2.49585195e+01	        2.12896108e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45618343e-01	    6.72777646e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.590000	   -2.49582558e+01	        2.13159776e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45718549e-01	    6.74412276e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.600000	   -2.49579723e+01	        2.13443280e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45823448e-01	    6.76198320e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.610000	   -2.49576655e+01	        2.13750080e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.45934446e-01	    6.78156340e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.620000	   -2.49573314e+01	        2.14084191e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.46053255e-01	    6.80309360e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.630000	   -2.49569653e+01	        2.14450243e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.46181955e-01	    6.82682878e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.640000	   -2.49565620e+01	        2.14853532e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.46323056e-01	    6.85304767e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.650000	   -2.49561155e+01	        2.15300085e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.46479582e-01	    6.88205030e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.660000	   -2.49556189e+01	        2.15796714e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.46655175e-01	    6.91415398e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.670000	   -2.49550645e+01	        2.16351093e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.46854214e-01	    6.94968792e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.680000	   -2.49544437e+01	        2.16971841e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.47081976e-01	    6.98898650e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.690000	   -2.49537469e+01	        2.17668646e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.47344829e-01	    7.03238169e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.700000	   -2.49529631e+01	        2.18452436e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.47650483e-01	    7.08019531e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.710000	   -2.49520800e+01	        2.19335618e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.48008303e-01	    7.13273149e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.720000	   -2.49510832e+01	        2.20332418e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.48429718e-01	    7.19027001e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.730000	   -2.49499562e+01	        2.21459364e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.48928754e-01	    7.25306098e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.740000	   -2.49486796e+01	        2.22735928e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.49522720e-01	    7.32132085e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.750000	   -2.49472302e+01	        2.24185410e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.50233109e-01	    7.39523003e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.760000	   -2.49455795e+01	        2.25836106e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.51086790e-01	    7.47493165e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.770000	   -2.49436927e+01	        2.27722882e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.52117567e-01	    7.56053146e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.780000	   -2.49415263e+01	        2.29889247e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.53368265e-01	    7.65209829e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.790000	   -2.49390254e+01	        2.32390144e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.54893494e-01	    7.74966507e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.800000	   -2.49361199e+01	        2.35295663e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.56763364e-01	    7.85322990e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.810000	   -2.49327195e+01	        2.38696050e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.59068478e-01	    7.96275724e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.820000	   -2.49287071e+01	        2.42708464e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.61926673e-01	    8.07817905e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.830000	   -2.49239294e+01	        2.47486147e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.65492189e-01	    8.19939581e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.840000	   -2.49181846e+01	        2.53230926e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.69968148e-01	    8.32627771e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.850000	   -2.49112053e+01	        2.60210302e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.75623645e-01	    8.45866566e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.860000	   -2.49026346e+01	        2.68780932e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.82817206e-01	    8.59637254e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.870000	   -2.48919946e+01	        2.79420950e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.92029104e-01	    8.73918459e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.880000	   -2.48786410e+01	        2.92774601e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.03905972e-01	    8.88686288e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.890000	   -2.48617016e+01	        3.09713976e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.19322525e-01	    9.03914507e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.900000	   -2.48399911e+01	        3.31424505e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.39467032e-01	    9.19574724e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.910000	   -2.48118922e+01	        3.59523352e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.65959692e-01	    9.35636597e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.920000	   -2.47751924e+01	        3.96223174e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    3.01016370e-01	    9.52068035e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.930000	   -2.47268576e+01	        4.44557959e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    3.47674417e-01	    9.68835419e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.940000	   -2.46627228e+01	        5.08692815e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    4.10102435e-01	    9.85903798e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.950000	   -2.45770703e+01	        5.94345316e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    4.94021609e-01	    1.00323708e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.960000	   -2.44620644e+01	        7.09351188e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    6.07271372e-01	    1.02079816e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.970000	   -2.43070064e+01	        8.64409181e-01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    7.60554277e-01	    1.03854904e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
