SCAPS 3.3.11 ELIS-UGent: Version scaps3311.exe, dated 07-10-2023, 11:15:54
Simulation of I-V curves
Single shot simulation #	1
Calculation started : 	18-11-2023 at 21:43:28

problem definition file :	c:\Program Files (x86)\Scaps3311\def\CdTeSe.def
last saved: 	18-11-2023 at 18:11:51

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Program Files (x86)\Scaps3311\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 14:59:48
Neutral density filter: ND	  0.0000
Transmission of ND filter:	  1.0000e+00
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	  100.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)
   0.980000	   -2.40973814e+01	        1.07403415e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    9.68389074e-01	    1.05645080e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.990000	   -2.38136904e+01	        1.35772513e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.25027877e+00	    1.07446357e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.000000	   -2.34301109e+01	        1.74130460e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.63204996e+00	    1.09254639e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.010000	   -2.29131222e+01	        2.25829333e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.14722762e+00	    1.11065715e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.020000	   -2.22203678e+01	        2.95104772e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.83817244e+00	    1.12875283e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.030000	   -2.13001872e+01	        3.87122832e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    3.75654930e+00	    1.14679019e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.040000	   -2.00923503e+01	        5.07906518e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    4.96259246e+00	    1.16472721e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.050000	   -1.85304541e+01	        6.64096132e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    6.52270878e+00	    1.18252543e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.060000	   -1.65460859e+01	        8.62532953e+00	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    8.50531425e+00	    1.20015280e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.070000	   -1.40742905e+01	        1.10971249e+01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.09753662e+01	    1.21758654e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.080000	   -1.10593796e+01	        1.41120357e+01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.39885543e+01	    1.23481490e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.090000	   -7.46000214e+00	        1.77114131e+01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    1.75862294e+01	    1.25183734e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.100000	   -3.25273092e+00	        2.19186844e+01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.17918181e+01	    1.26866304e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.110000	    1.56602217e+00	        2.67374374e+01	    2.51716369e+01	    0.00000000e+00	    0.00000000e+00	    2.66089066e+01	    1.28530823e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00

solar cell parameters deduced from calculated IV-curve:
Voc =	    1.106886	Volt
Jsc =	   24.96426866	mA/cm2
FF =	   85.4624	%
eta =	   23.6155	%
V_MPP =	    0.980381	Volt
J_MPP =	   24.08807551	mA/cm2



SCAPS 3.3.11 ELIS-UGent: Version scaps3311.exe, dated 07-10-2023, 11:15:54
Simulation of I-V curves
Single shot simulation #	3
Calculation started : 	18-11-2023 at 21:44:48

problem definition file :	c:\Program Files (x86)\Scaps3311\def\CdTeSe.def
last saved: 	18-11-2023 at 18:11:51

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Program Files (x86)\Scaps3311\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 14:59:48
Neutral density filter: ND	  0.0000
Transmission of ND filter:	  1.0000e+00
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	  100.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)

   0.000000	   -2.44344782e+01	        3.11335619e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48140259e-01	    6.31953602e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.010000	   -2.44344041e+01	        3.11409745e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48177570e-01	    6.32321748e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.020000	   -2.44343281e+01	        3.11485651e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48216164e-01	    6.32694870e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.030000	   -2.44342505e+01	        3.11563272e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48256015e-01	    6.33072579e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.040000	   -2.44341712e+01	        3.11642579e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48297085e-01	    6.33454936e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.050000	   -2.44340903e+01	        3.11723535e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48339332e-01	    6.33842030e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.060000	   -2.44340077e+01	        3.11806100e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48382704e-01	    6.34233957e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.070000	   -2.44339236e+01	        3.11890229e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48427146e-01	    6.34630829e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.080000	   -2.44338379e+01	        3.11975872e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48472595e-01	    6.35032770e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.090000	   -2.44337508e+01	        3.12062974e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48518982e-01	    6.35439921e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.100000	   -2.44336623e+01	        3.12151479e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48566235e-01	    6.35852440e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.110000	   -2.44335725e+01	        3.12241323e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48614273e-01	    6.36270503e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.120000	   -2.44334814e+01	        3.12332445e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48663014e-01	    6.36694305e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.130000	   -2.44333890e+01	        3.12424777e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48712371e-01	    6.37124061e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.140000	   -2.44332955e+01	        3.12518254e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48762253e-01	    6.37560007e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.150000	   -2.44332010e+01	        3.12612807e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48812567e-01	    6.38002398e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.160000	   -2.44331054e+01	        3.12708371e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48863220e-01	    6.38451510e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.170000	   -2.44330089e+01	        3.12804879e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48914115e-01	    6.38907639e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.180000	   -2.44329115e+01	        3.12902270e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.48965160e-01	    6.39371100e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.190000	   -2.44328133e+01	        3.13000485e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49016263e-01	    6.39842227e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.200000	   -2.44327143e+01	        3.13099470e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49067333e-01	    6.40321372e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.210000	   -2.44326146e+01	        3.13199175e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49118285e-01	    6.40808900e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.220000	   -2.44325142e+01	        3.13299560e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49169040e-01	    6.41305195e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.230000	   -2.44324132e+01	        3.13400590e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49219525e-01	    6.41810654e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.240000	   -2.44323116e+01	        3.13502240e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49269672e-01	    6.42325687e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.250000	   -2.44322093e+01	        3.13604496e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49319424e-01	    6.42850717e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.260000	   -2.44321065e+01	        3.13707350e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49368732e-01	    6.43386181e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.270000	   -2.44320030e+01	        3.13810808e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49417555e-01	    6.43932529e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.280000	   -2.44318989e+01	        3.13914888e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49465865e-01	    6.44490228e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.290000	   -2.44317942e+01	        3.14019616e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49513640e-01	    6.45059759e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.300000	   -2.44316891e+01	        3.14124707e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49560888e-01	    6.45638191e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.310000	   -2.44315829e+01	        3.14230861e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49607573e-01	    6.46232885e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.320000	   -2.44314760e+01	        3.14337824e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49653721e-01	    6.46841022e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.330000	   -2.44313681e+01	        3.14445668e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49699353e-01	    6.47463156e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.340000	   -2.44312593e+01	        3.14554485e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49744494e-01	    6.48099909e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.350000	   -2.44311494e+01	        3.14664375e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49789180e-01	    6.48751952e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.360000	   -2.44310383e+01	        3.14775457e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49833456e-01	    6.49420010e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.370000	   -2.44309259e+01	        3.14887861e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49877374e-01	    6.50104873e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.380000	   -2.44308121e+01	        3.15001733e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49920992e-01	    6.50807407e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.390000	   -2.44306966e+01	        3.15117234e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.49964377e-01	    6.51528570e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.400000	   -2.44305793e+01	        3.15234547e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50007604e-01	    6.52269425e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.410000	   -2.44304599e+01	        3.15353870e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50050754e-01	    6.53031158e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.420000	   -2.44303384e+01	        3.15475427e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50093917e-01	    6.53815103e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.430000	   -2.44302143e+01	        3.15599467e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50137191e-01	    6.54622762e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.440000	   -2.44300875e+01	        3.15726267e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50180682e-01	    6.55455842e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.450000	   -2.44299577e+01	        3.15856139e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50224510e-01	    6.56316284e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.460000	   -2.44298244e+01	        3.15989436e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50268805e-01	    6.57206308e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.470000	   -2.44296872e+01	        3.16126557e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50313710e-01	    6.58128465e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.480000	   -2.44295458e+01	        3.16267957e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50359387e-01	    6.59085693e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.490000	   -2.44293996e+01	        3.16414158e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50406018e-01	    6.60081392e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.500000	   -2.44292480e+01	        3.16565760e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50453809e-01	    6.61119505e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.510000	   -2.44290903e+01	        3.16723458e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50502996e-01	    6.62204623e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.520000	   -2.44289257e+01	        3.16888059e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50553850e-01	    6.63342096e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.530000	   -2.44287533e+01	        3.17060505e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50606688e-01	    6.64538171e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.540000	   -2.44285719e+01	        3.17241896e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50661881e-01	    6.65800153e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.550000	   -2.44283803e+01	        3.17433526e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50719869e-01	    6.67136574e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.560000	   -2.44281769e+01	        3.17636910e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50781170e-01	    6.68557399e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.570000	   -2.44279600e+01	        3.17853832e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50846409e-01	    6.70074231e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.580000	   -2.44277274e+01	        3.18086384e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50916330e-01	    6.71700537e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.590000	   -2.44274768e+01	        3.18337020e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.50991833e-01	    6.73451868e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.600000	   -2.44272052e+01	        3.18608610e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51074003e-01	    6.75346063e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.610000	   -2.44269093e+01	        3.18904495e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51164154e-01	    6.77403414e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.620000	   -2.44265852e+01	        3.19228551e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51263874e-01	    6.79646772e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.630000	   -2.44262286e+01	        3.19585246e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51375090e-01	    6.82101557e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.640000	   -2.44258341e+01	        3.19979700e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51500134e-01	    6.84795660e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.650000	   -2.44253960e+01	        3.20417751e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51641832e-01	    6.87759188e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.660000	   -2.44249078e+01	        3.20906014e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51803606e-01	    6.91024079e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.670000	   -2.44243618e+01	        3.21451955e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.51989601e-01	    6.94623544e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.680000	   -2.44237498e+01	        3.22063980e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.52204840e-01	    6.98591402e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.690000	   -2.44230622e+01	        3.22751551e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.52455419e-01	    7.02961313e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.700000	   -2.44222885e+01	        3.23525350e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.52748751e-01	    7.07765992e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.710000	   -2.44214163e+01	        3.24397518e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.53093875e-01	    7.13036436e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.720000	   -2.44204318e+01	        3.25381985e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.53501860e-01	    7.18801251e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.730000	   -2.44193189e+01	        3.26494928e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.53986319e-01	    7.25086090e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.740000	   -2.44180584e+01	        3.27755408e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.54564084e-01	    7.31913243e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.750000	   -2.44166276e+01	        3.29186221e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.55256083e-01	    7.39301380e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.760000	   -2.44149988e+01	        3.30815045e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.56088504e-01	    7.47265414e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.770000	   -2.44131378e+01	        3.32675966e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.57094318e-01	    7.55816485e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.780000	   -2.44110023e+01	        3.34811515e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.58315315e-01	    7.64962000e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.790000	   -2.44085384e+01	        3.37275379e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.59804805e-01	    7.74705735e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.800000	   -2.44056778e+01	        3.40136044e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.61631249e-01	    7.85047940e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.810000	   -2.44023321e+01	        3.43481681e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.63883134e-01	    7.95985467e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.820000	   -2.43983870e+01	        3.47426760e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.66675572e-01	    8.07511881e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.830000	   -2.43936928e+01	        3.52121016e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.70159258e-01	    8.19617580e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.840000	   -2.43880521e+01	        3.57761675e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.74532685e-01	    8.32289904e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.850000	   -2.43812036e+01	        3.64610189e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.80058863e-01	    8.45513254e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.860000	   -2.43727986e+01	        3.73015206e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.87088284e-01	    8.59269221e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.870000	   -2.43623696e+01	        3.83444228e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.96090556e-01	    8.73536726e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.880000	   -2.43492865e+01	        3.96527321e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    3.07698102e-01	    8.88292181e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.890000	   -2.43326962e+01	        4.13117602e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    3.22766635e-01	    9.03509669e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.900000	   -2.43114388e+01	        4.34375042e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    3.42458929e-01	    9.19161131e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.910000	   -2.42839312e+01	        4.61882580e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    3.68360922e-01	    9.35216577e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.920000	   -2.42480070e+01	        4.97806824e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    4.02642395e-01	    9.51644287e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.930000	   -2.42006939e+01	        5.45119874e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    4.48278773e-01	    9.68411011e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.940000	   -2.41379099e+01	        6.07903908e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    5.09355692e-01	    9.85482151e-02	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.950000	   -2.40540478e+01	        6.91766006e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    5.91483816e-01	    1.00282190e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.960000	   -2.39414178e+01	        8.04396012e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    7.02356678e-01	    1.02039334e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.970000	   -2.37895111e+01	        9.56302697e-01	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    8.52486847e-01	    1.03815850e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.980000	   -2.35840554e+01	        1.16175834e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    1.05615051e+00	    1.05607828e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   0.990000	   -2.33058529e+01	        1.43996089e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    1.33254964e+00	    1.07411246e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.000000	   -2.29294397e+01	        1.81637412e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    1.70715216e+00	    1.09221957e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.010000	   -2.24216975e+01	        2.32411630e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.21308061e+00	    1.11035693e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.020000	   -2.17406820e+01	        3.00513176e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    2.89228367e+00	    1.12848092e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
   1.030000	   -2.08350945e+01	        3.91071927e+00	    2.47461238e+01	    0.00000000e+00	    0.00000000e+00	    3.79606449e+00	    1.14654778e-01	    0.00000000e+00	    0.00000000e+00	    0.00000000e+00
