bp 1:	 1.000e+00	 1.000e+00	 1.000e+00	 1.000e+00	 1.000e+00	 3.750e+00	 3.750e+00	 3.750e+00	 3.750e+00	 3.750e+00	 6.500e+00	 6.500e+00	 6.500e+00	 6.500e+00	 6.500e+00	 9.250e+00	 9.250e+00	 9.250e+00	 9.250e+00	 9.250e+00	 1.200e+01	 1.200e+01	 1.200e+01	 1.200e+01	 1.200e+01
bp 2:	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02
165	  7.61071781e-01	  8.27644217e-01	  8.59849842e-01	  8.75459992e-01	  8.83827009e-01	  6.54469795e-01	  6.77526810e-01	  6.97886347e-01	  7.15712514e-01	  7.31034580e-01	  6.32758299e-01	  6.40645902e-01	  6.46840330e-01	  6.51396100e-01	  6.54290866e-01	  6.21590569e-01	  6.21723240e-01	  6.20666209e-01	  6.18344986e-01	  6.14672392e-01	  6.13870063e-01	  6.08878989e-01	  6.03204115e-01	  5.96629024e-01	  5.88985820e-01
166	  7.56966555e-01	  8.25222735e-01	  8.58341631e-01	  8.74355420e-01	  8.82916306e-01	  6.48449773e-01	  6.71871798e-01	  6.92570495e-01	  7.10710245e-01	  7.26317240e-01	  6.26408691e-01	  6.34414454e-01	  6.40702716e-01	  6.45328099e-01	  6.48267334e-01	  6.15075764e-01	  6.15210182e-01	  6.14137446e-01	  6.11782049e-01	  6.08055712e-01	  6.07242526e-01	  6.02178954e-01	  5.96422197e-01	  5.89752915e-01	  5.82001066e-01
167	  7.52813308e-01	  8.22601314e-01	  8.56631265e-01	  8.73073505e-01	  8.81847138e-01	  6.42672144e-01	  6.66399143e-01	  6.87382648e-01	  7.05787276e-01	  7.21636547e-01	  6.20356761e-01	  6.28460726e-01	  6.34827048e-01	  6.39510384e-01	  6.42486652e-01	  6.08886675e-01	  6.09022508e-01	  6.07936709e-01	  6.05552933e-01	  6.01782000e-01	  6.00959950e-01	  5.95836267e-01	  5.90011661e-01	  5.83264386e-01	  5.75422644e-01
168	  7.48638555e-01	  8.19799767e-01	  8.54719787e-01	  8.71607130e-01	  8.80609532e-01	  6.37129540e-01	  6.61109863e-01	  6.82331036e-01	  7.00957856e-01	  7.17011545e-01	  6.14587138e-01	  6.22772265e-01	  6.29203162e-01	  6.33934473e-01	  6.36941406e-01	  6.03003800e-01	  6.03140772e-01	  6.02044165e-01	  5.99636950e-01	  5.95829214e-01	  5.94999972e-01	  5.89826720e-01	  5.83946202e-01	  5.77134701e-01	  5.69218991e-01
169	  7.44470755e-01	  8.16845778e-01	  8.52617324e-01	  8.69956740e-01	  8.79199834e-01	  6.31817711e-01	  6.56007355e-01	  6.77425723e-01	  6.96237750e-01	  7.12462696e-01	  6.09088355e-01	  6.17340232e-01	  6.23824285e-01	  6.28595112e-01	  6.31627308e-01	  5.97411953e-01	  5.97549835e-01	  5.96444331e-01	  5.94017850e-01	  5.90179885e-01	  5.89344839e-01	  5.84130905e-01	  5.78204528e-01	  5.71340387e-01	  5.63364099e-01
170	  7.40340539e-01	  8.13774210e-01	  8.50343738e-01	  8.68131819e-01	  8.77622443e-01	  6.26736814e-01	  6.51098559e-01	  6.72679658e-01	  6.91645136e-01	  7.08012598e-01	  6.03854210e-01	  6.12160736e-01	  6.18688342e-01	  6.23491565e-01	  6.26544477e-01	  5.92101675e-01	  5.92240284e-01	  5.91127487e-01	  5.88685239e-01	  5.84822557e-01	  5.83982843e-01	  5.78735667e-01	  5.72771840e-01	  5.65864740e-01	  5.57839052e-01
171	  7.36280546e-01	  8.10625872e-01	  8.47928369e-01	  8.66151573e-01	  8.75890937e-01	  6.21891765e-01	  6.46394316e-01	  6.68108984e-01	  6.87200857e-01	  7.03686148e-01	  5.98884118e-01	  6.07235185e-01	  6.13798315e-01	  6.18627973e-01	  6.21697794e-01	  5.87069576e-01	  5.87208762e-01	  5.86090014e-01	  5.83634921e-01	  5.79752115e-01	  5.78908661e-01	  5.73634439e-01	  5.67640159e-01	  5.60698148e-01	  5.52632341e-01
172	  7.32324808e-01	  8.07445802e-01	  8.45408799e-01	  8.64044607e-01	  8.74028275e-01	  6.17291803e-01	  6.41908974e-01	  6.63732679e-01	  6.82928044e-01	  6.99510126e-01	  5.94182611e-01	  6.02569813e-01	  6.09161780e-01	  6.14012908e-01	  6.17096462e-01	  5.82317795e-01	  5.82457438e-01	  5.81333858e-01	  5.78868347e-01	  5.74969231e-01	  5.74122791e-01	  5.68826660e-01	  5.62807726e-01	  5.55837468e-01	  5.47739219e-01
173	  7.28507688e-01	  8.04281160e-01	  8.42828761e-01	  8.61847525e-01	  8.72065914e-01	  6.12949387e-01	  6.37659368e-01	  6.59571581e-01	  6.78851173e-01	  6.95512247e-01	  5.89758147e-01	  5.98174520e-01	  6.04789781e-01	  6.09658258e-01	  6.12752911e-01	  5.77852769e-01	  5.77992773e-01	  5.76865289e-01	  5.74391370e-01	  5.70479098e-01	  5.69630280e-01	  5.64316489e-01	  5.58277689e-01	  5.51284681e-01	  5.43160320e-01
174	  7.24862431e-01	  8.01178873e-01	  8.40235373e-01	  8.59602548e-01	  8.70041844e-01	  6.08878590e-01	  6.33663298e-01	  6.55646932e-01	  6.74994645e-01	  6.91719758e-01	  5.85621410e-01	  5.94061210e-01	  6.00695185e-01	  6.05577607e-01	  6.08681182e-01	  5.73683476e-01	  5.73823764e-01	  5.72693143e-01	  5.70212476e-01	  5.66289649e-01	  5.65438943e-01	  5.60110988e-01	  5.54056262e-01	  5.47045025e-01	  5.38899751e-01
175	  7.21419451e-01	  7.98183183e-01	  8.37676016e-01	  8.57354468e-01	  8.67997784e-01	  6.05093162e-01	  6.29937685e-01	  6.51978596e-01	  6.71381050e-01	  6.88157734e-01	  5.81783291e-01	  5.90241797e-01	  5.96890725e-01	  6.01784290e-01	  6.04894996e-01	  5.69819372e-01	  5.69959884e-01	  5.68826758e-01	  5.66340704e-01	  5.62409454e-01	  5.61557257e-01	  5.56218005e-01	  5.50150582e-01	  5.43124818e-01	  5.34962885e-01
176	  7.18204563e-01	  7.95333305e-01	  8.35195208e-01	  8.55147300e-01	  8.65975895e-01	  6.01604519e-01	  6.26496628e-01	  6.48583187e-01	  6.68029347e-01	  6.84847283e-01	  5.78252794e-01	  5.86726151e-01	  5.93386953e-01	  5.98289371e-01	  6.01405744e-01	  5.66268256e-01	  5.66408945e-01	  5.65273829e-01	  5.62783501e-01	  5.58845571e-01	  5.57992197e-01	  5.52643989e-01	  5.46566503e-01	  5.39529228e-01	  5.31354101e-01
177	  7.15237385e-01	  7.92661442e-01	  8.32831821e-01	  8.53021117e-01	  8.64015522e-01	  5.98419917e-01	  6.23349654e-01	  6.45472367e-01	  6.64953201e-01	  6.81803919e-01	  5.75035146e-01	  5.83520222e-01	  5.90190399e-01	  5.95099809e-01	  5.98220657e-01	  5.63034344e-01	  5.63175171e-01	  5.62038485e-01	  5.59544785e-01	  5.55601589e-01	  5.54747292e-01	  5.49392024e-01	  5.43306608e-01	  5.36260266e-01	  5.28074751e-01
178	  7.12530184e-01	  7.90191352e-01	  8.30616959e-01	  8.51009456e-01	  8.62150405e-01	  5.95541080e-01	  6.20500399e-01	  6.42651578e-01	  6.62159755e-01	  6.79036366e-01	  5.72130366e-01	  5.80624638e-01	  5.87302175e-01	  5.92217075e-01	  5.95341438e-01	  5.60116808e-01	  5.60257743e-01	  5.59119825e-01	  5.56623483e-01	  5.52676158e-01	  5.51821139e-01	  5.46460339e-01	  5.40368710e-01	  5.33315267e-01	  5.25121618e-01
179	  7.10087347e-01	  7.87937674e-01	  8.28572707e-01	  8.49137608e-01	  8.60406736e-01	  5.92963480e-01	  6.17945933e-01	  6.40119408e-01	  6.59649033e-01	  6.76545987e-01	  5.69532504e-01	  5.78033956e-01	  5.84717240e-01	  5.89636429e-01	  5.92763539e-01	  5.57508994e-01	  5.57650012e-01	  5.56511135e-01	  5.54012731e-01	  5.50062186e-01	  5.49206604e-01	  5.43841491e-01	  5.37745019e-01	  5.30686043e-01	  5.22486059e-01
180	  7.07905575e-01	  7.85906051e-01	  8.26711838e-01	  8.47421924e-01	  8.58802227e-01	  5.90676351e-01	  6.15676819e-01	  6.37867682e-01	  6.57414060e-01	  6.74326927e-01	  5.67229618e-01	  5.75736650e-01	  5.82424405e-01	  5.87346931e-01	  5.90476178e-01	  5.55198374e-01	  5.55339458e-01	  5.54199835e-01	  5.51699830e-01	  5.47746785e-01	  5.46890766e-01	  5.41522304e-01	  5.35422075e-01	  5.28358806e-01	  5.20153908e-01
181	  7.05974727e-01	  7.84093986e-01	  8.25038390e-01	  8.45870080e-01	  8.57346182e-01	  5.88663381e-01	  6.13677837e-01	  6.35882222e-01	  6.55441646e-01	  6.72366923e-01	  5.65204430e-01	  5.73715789e-01	  5.80407009e-01	  5.85332124e-01	  5.88463029e-01	  5.53167196e-01	  5.53308331e-01	  5.52168131e-01	  5.49666887e-01	  5.45711906e-01	  5.44855547e-01	  5.39484494e-01	  5.33381357e-01	  5.26314768e-01	  5.18106071e-01
182	  7.04279179e-01	  7.82492258e-01	  8.23548925e-01	  8.44482120e-01	  8.56040375e-01	  5.86903909e-01	  6.11929212e-01	  6.34144096e-01	  6.53713667e-01	  6.70648610e-01	  5.63435499e-01	  5.71950206e-01	  5.78644111e-01	  5.83571230e-01	  5.86703421e-01	  5.51393631e-01	  5.51534806e-01	  5.50394159e-01	  5.47891957e-01	  5.43935480e-01	  5.43078858e-01	  5.37705802e-01	  5.31600419e-01	  5.24531265e-01	  5.16319635e-01
183	  7.02799432e-01	  7.81086633e-01	  8.22234186e-01	  8.43251980e-01	  8.54880463e-01	  5.85374383e-01	  6.10408098e-01	  6.32631139e-01	  6.52208605e-01	  6.69151080e-01	  5.61898646e-01	  5.70415945e-01	  5.77111929e-01	  5.82040603e-01	  5.85173789e-01	  5.49853193e-01	  5.49994398e-01	  5.48853407e-01	  5.46350464e-01	  5.42392831e-01	  5.41536003e-01	  5.36161400e-01	  5.30054280e-01	  5.22983145e-01	  5.14769250e-01
184	  7.01513740e-01	  7.79859630e-01	  8.21080873e-01	  8.42169190e-01	  8.53857615e-01	  5.84049838e-01	  6.09090094e-01	  6.31319486e-01	  6.50903107e-01	  6.67851465e-01	  5.60568414e-01	  5.69087726e-01	  5.75785325e-01	  5.80715204e-01	  5.83849165e-01	  5.48520181e-01	  5.48661411e-01	  5.47520153e-01	  5.45016637e-01	  5.41058107e-01	  5.40201119e-01	  5.34825317e-01	  5.28716853e-01	  5.21644184e-01	  5.13428535e-01
185	  7.00399570e-01	  7.78792115e-01	  8.20073304e-01	  8.41220520e-01	  8.52960108e-01	  5.82905221e-01	  6.07950582e-01	  6.30184938e-01	  6.49773379e-01	  6.66726350e-01	  5.59419365e-01	  5.67940245e-01	  5.74639101e-01	  5.79569922e-01	  5.82704487e-01	  5.47368967e-01	  5.47510216e-01	  5.46368751e-01	  5.43864788e-01	  5.39905562e-01	  5.39048448e-01	  5.33671713e-01	  5.27562205e-01	  5.20488344e-01	  5.12271333e-01
186	  6.99434774e-01	  7.77864619e-01	  8.19194815e-01	  8.40391392e-01	  8.52174716e-01	  5.81916425e-01	  6.06965793e-01	  6.29204053e-01	  6.48796290e-01	  6.65752899e-01	  5.58427095e-01	  5.66949203e-01	  5.73649046e-01	  5.78580605e-01	  5.81715643e-01	  5.46375002e-01	  5.46516266e-01	  5.45374639e-01	  5.42870327e-01	  5.38910555e-01	  5.38053342e-01	  5.32675879e-01	  5.26565553e-01	  5.19490760e-01	  5.11272685e-01
187	  6.98598426e-01	  7.77058310e-01	  8.18428831e-01	  8.39666974e-01	  8.51487802e-01	  5.81061018e-01	  6.06113555e-01	  6.28354907e-01	  6.47950156e-01	  6.64909657e-01	  5.57568944e-01	  5.66092022e-01	  5.72792644e-01	  5.77724786e-01	  5.80860199e-01	  5.45515514e-01	  5.45656791e-01	  5.44515035e-01	  5.42010449e-01	  5.38050247e-01	  5.37192955e-01	  5.31814917e-01	  5.25703948e-01	  5.18628421e-01	  5.10409508e-01
188	  6.97871349e-01	  7.76355634e-01	  8.17759594e-01	  8.39032960e-01	  8.50886094e-01	  5.80318669e-01	  6.05373735e-01	  6.27617559e-01	  6.47215218e-01	  6.64177038e-01	  5.56824410e-01	  5.65348260e-01	  5.72049503e-01	  5.76982110e-01	  5.80117822e-01	  5.44769915e-01	  5.44911202e-01	  5.43769345e-01	  5.41264540e-01	  5.37303997e-01	  5.36446642e-01	  5.31068147e-01	  5.24956666e-01	  5.17880557e-01	  5.09660979e-01
189	  6.97236370e-01	  7.75740676e-01	  8.17172616e-01	  8.38476056e-01	  8.50357182e-01	  5.79671330e-01	  6.04728434e-01	  6.26974254e-01	  6.46573863e-01	  6.63537560e-01	  5.56175312e-01	  5.64699784e-01	  5.71401527e-01	  5.76334509e-01	  5.79470461e-01	  5.44119962e-01	  5.44261257e-01	  5.43119319e-01	  5.40614338e-01	  5.36653521e-01	  5.35796114e-01	  5.30417252e-01	  5.24305361e-01	  5.17228784e-01	  5.09008672e-01
190	  6.96678383e-01	  7.75199296e-01	  8.16654889e-01	  8.37984229e-01	  8.49889789e-01	  5.79103227e-01	  6.04161993e-01	  6.26409441e-01	  6.46010645e-01	  6.62975880e-01	  5.55605777e-01	  5.64130754e-01	  5.70832905e-01	  5.75766191e-01	  5.78902339e-01	  5.43549732e-01	  5.43691033e-01	  5.42549029e-01	  5.40043905e-01	  5.36082866e-01	  5.35225416e-01	  5.29846257e-01	  5.23734033e-01	  5.16657076e-01	  5.08436532e-01
191	  6.96184264e-01	  7.74719117e-01	  8.16194929e-01	  8.37546797e-01	  8.49473870e-01	  5.78600726e-01	  6.03660863e-01	  6.25909658e-01	  6.45512181e-01	  6.62478691e-01	  5.55102097e-01	  5.63627491e-01	  5.70329976e-01	  5.75263514e-01	  5.78399824e-01	  5.43045479e-01	  5.43186786e-01	  5.42044728e-01	  5.39539487e-01	  5.35578264e-01	  5.34720780e-01	  5.29341376e-01	  5.23228878e-01	  5.16151610e-01	  5.07930710e-01
192	  6.95742701e-01	  7.74289407e-01	  8.15782711e-01	  8.37154389e-01	  8.49100590e-01	  5.78152128e-01	  6.03213411e-01	  6.25463333e-01	  6.45066963e-01	  6.62034545e-01	  5.54652515e-01	  5.63178256e-01	  5.69881022e-01	  5.74814770e-01	  5.77951215e-01	  5.42595420e-01	  5.42736732e-01	  5.41594629e-01	  5.39089290e-01	  5.35127915e-01	  5.34270401e-01	  5.28890794e-01	  5.22778068e-01	  5.15700540e-01	  5.07479344e-01
193	  6.95343977e-01	  7.73900898e-01	  8.15409531e-01	  8.36798837e-01	  8.48762236e-01	  5.77747419e-01	  6.02809674e-01	  6.25060553e-01	  6.44665123e-01	  6.61633616e-01	  5.54246974e-01	  5.62773009e-01	  5.69476012e-01	  5.74409937e-01	  5.77546497e-01	  5.42189476e-01	  5.42330792e-01	  5.41188651e-01	  5.38683230e-01	  5.34721726e-01	  5.33864186e-01	  5.28484408e-01	  5.22371489e-01	  5.15293743e-01	  5.07072298e-01
194	  6.94979734e-01	  7.73545583e-01	  8.15067834e-01	  8.36473029e-01	  8.48452076e-01	  5.77378012e-01	  6.02441101e-01	  6.24692803e-01	  6.44298185e-01	  6.61267465e-01	  5.53876853e-01	  5.62403140e-01	  5.69106346e-01	  5.74040424e-01	  5.77177082e-01	  5.41819009e-01	  5.41960329e-01	  5.40818155e-01	  5.38312664e-01	  5.34351050e-01	  5.33493488e-01	  5.28113562e-01	  5.22000480e-01	  5.14922546e-01	  5.06700888e-01
195	  6.94642730e-01	  7.73216496e-01	  8.14751020e-01	  8.36170735e-01	  8.48164210e-01	  5.77036486e-01	  6.02100302e-01	  6.24352723e-01	  6.43958815e-01	  6.60928784e-01	  5.53534705e-01	  5.62061212e-01	  5.68764594e-01	  5.73698805e-01	  5.76835549e-01	  5.41476561e-01	  5.41617884e-01	  5.40475682e-01	  5.37970129e-01	  5.34008420e-01	  5.33150839e-01	  5.27770786e-01	  5.21657560e-01	  5.14579465e-01	  5.06357622e-01
196	  6.94326599e-01	  7.72907495e-01	  8.14453246e-01	  8.35886424e-01	  8.47893389e-01	  5.76716337e-01	  6.01780797e-01	  6.24033856e-01	  6.43640577e-01	  6.60611160e-01	  5.53214008e-01	  5.61740708e-01	  5.68444247e-01	  5.73378575e-01	  5.76515395e-01	  5.41155599e-01	  5.41296925e-01	  5.40154698e-01	  5.37649092e-01	  5.33687298e-01	  5.32829700e-01	  5.27449534e-01	  5.21336183e-01	  5.14257945e-01	  5.06035939e-01
197	  6.94025627e-01	  7.72613042e-01	  8.14169228e-01	  8.35615081e-01	  8.47634852e-01	  5.76411740e-01	  6.01476777e-01	  6.23730410e-01	  6.43337699e-01	  6.60308836e-01	  5.52908919e-01	  5.61435792e-01	  5.68139471e-01	  5.73073905e-01	  5.76210793e-01	  5.40850272e-01	  5.40991601e-01	  5.39849352e-01	  5.37343698e-01	  5.33381829e-01	  5.32524215e-01	  5.27143949e-01	  5.21030486e-01	  5.13952120e-01	  5.05729969e-01
198	  6.93734513e-01	  7.72327987e-01	  8.13894027e-01	  8.35352010e-01	  8.47384132e-01	  5.76117305e-01	  6.01182869e-01	  6.23437025e-01	  6.43044834e-01	  6.60016478e-01	  5.52614036e-01	  5.61141067e-01	  5.67844874e-01	  5.72779404e-01	  5.75916353e-01	  5.40555174e-01	  5.40696505e-01	  5.39554236e-01	  5.37048538e-01	  5.33086601e-01	  5.32228973e-01	  5.26848616e-01	  5.20735051e-01	  5.13656569e-01	  5.05434287e-01
199	  6.93448131e-01	  7.72047328e-01	  8.13622836e-01	  8.35092627e-01	  8.47136867e-01	  5.75827833e-01	  6.00893884e-01	  6.23148526e-01	  6.42756818e-01	  6.59728935e-01	  5.52324150e-01	  5.60851328e-01	  5.67555252e-01	  5.72489871e-01	  5.75626877e-01	  5.40265090e-01	  5.40406423e-01	  5.39264136e-01	  5.36758398e-01	  5.32796398e-01	  5.31938756e-01	  5.26558315e-01	  5.20444657e-01	  5.13366069e-01	  5.05143667e-01
200	  6.93161263e-01	  7.71765957e-01	  8.13350723e-01	  8.34832218e-01	  8.46888566e-01	  5.75538045e-01	  6.00604555e-01	  6.22859654e-01	  6.42468401e-01	  6.59440965e-01	  5.52033976e-01	  5.60561290e-01	  5.67265324e-01	  5.72200026e-01	  5.75337087e-01	  5.39974730e-01	  5.40116065e-01	  5.38973761e-01	  5.36467985e-01	  5.32505926e-01	  5.31648272e-01	  5.26267753e-01	  5.20154007e-01	  5.13075321e-01	  5.04852806e-01
201	  6.26717212e-01	  7.10581363e-01	  7.59207478e-01	  7.87544626e-01	  8.05204525e-01	  5.05826988e-01	  5.31432088e-01	  5.54214932e-01	  5.74339654e-01	  5.91809349e-01	  4.81859328e-01	  4.90550978e-01	  4.97387332e-01	  5.02421318e-01	  5.05622387e-01	  4.69574830e-01	  4.69718896e-01	  4.68555742e-01	  4.66004312e-01	  4.61970626e-01	  4.61097180e-01	  4.55620842e-01	  4.49399743e-01	  4.42198706e-01	  4.33836568e-01
202	  6.26625191e-01	  7.10507648e-01	  7.59153121e-01	  7.87504683e-01	  8.05173840e-01	  5.05721577e-01	  5.31329003e-01	  5.54114079e-01	  5.74240939e-01	  5.91712655e-01	  4.81751877e-01	  4.90444255e-01	  4.97281191e-01	  5.02315612e-01	  5.05516960e-01	  4.69466375e-01	  4.69610453e-01	  4.68447205e-01	  4.65895571e-01	  4.61861562e-01	  4.60988046e-01	  4.55511275e-01	  4.49289689e-01	  4.42088095e-01	  4.33725319e-01
203	  6.26532540e-01	  7.10433399e-01	  7.59098342e-01	  7.87464411e-01	  8.05142889e-01	  5.05615470e-01	  5.31225232e-01	  5.54012551e-01	  5.74141561e-01	  5.91615307e-01	  4.81643720e-01	  4.90336828e-01	  4.97174350e-01	  5.02209208e-01	  5.05410837e-01	  4.69357207e-01	  4.69501298e-01	  4.68337956e-01	  4.65786116e-01	  4.61751784e-01	  4.60878196e-01	  4.55400990e-01	  4.49178915e-01	  4.41976762e-01	  4.33613343e-01
204	  6.26438548e-01	  7.10358046e-01	  7.59042719e-01	  7.87423498e-01	  8.05111435e-01	  5.05507853e-01	  5.31119980e-01	  5.53909571e-01	  5.74040757e-01	  5.91516560e-01	  4.81534026e-01	  4.90227875e-01	  4.97065989e-01	  5.02101290e-01	  5.05303204e-01	  4.69246492e-01	  4.69390595e-01	  4.68227158e-01	  4.65675110e-01	  4.61640450e-01	  4.60766789e-01	  4.55289144e-01	  4.49066574e-01	  4.41863854e-01	  4.33499786e-01
205	  6.26342505e-01	  7.10281018e-01	  7.58985829e-01	  7.87381632e-01	  8.05079235e-01	  5.05397912e-01	  5.31012453e-01	  5.53804359e-01	  5.73937765e-01	  5.91415666e-01	  4.81421969e-01	  4.90116573e-01	  4.96955291e-01	  5.01991044e-01	  5.05193247e-01	  4.69133392e-01	  4.69277508e-01	  4.68113975e-01	  4.65561713e-01	  4.61526719e-01	  4.60652985e-01	  4.55174891e-01	  4.48951816e-01	  4.41748519e-01	  4.33383787e-01
206	  6.26243675e-01	  7.10201723e-01	  7.58927233e-01	  7.87338489e-01	  8.05046040e-01	  5.05284810e-01	  5.30901828e-01	  5.53696114e-01	  5.73831799e-01	  5.91311853e-01	  4.81306693e-01	  4.90002072e-01	  4.96841410e-01	  5.01877627e-01	  5.05080128e-01	  4.69017046e-01	  4.69161174e-01	  4.67997541e-01	  4.65445062e-01	  4.61409725e-01	  4.60535915e-01	  4.55057360e-01	  4.48833767e-01	  4.41629876e-01	  4.33264464e-01
207	  6.26141281e-01	  7.10119534e-01	  7.58866465e-01	  7.87293723e-01	  8.05011582e-01	  5.05167658e-01	  5.30787238e-01	  5.53583982e-01	  5.73722025e-01	  5.91204306e-01	  4.81187292e-01	  4.89883473e-01	  4.96723453e-01	  5.01760148e-01	  5.04962958e-01	  4.68896538e-01	  4.69040681e-01	  4.67876945e-01	  4.65324240e-01	  4.61288548e-01	  4.60414659e-01	  4.54935628e-01	  4.48711499e-01	  4.41506995e-01	  4.33140880e-01
208	  6.26034478e-01	  7.10033770e-01	  7.58803016e-01	  7.87246957e-01	  8.04975570e-01	  5.05045494e-01	  5.30667740e-01	  5.53467045e-01	  5.73607541e-01	  5.91092141e-01	  4.81062789e-01	  4.89759803e-01	  4.96600451e-01	  5.01637646e-01	  5.04840776e-01	  4.68770883e-01	  4.68915040e-01	  4.67751196e-01	  4.65198257e-01	  4.61162195e-01	  4.60288225e-01	  4.54808698e-01	  4.48584012e-01	  4.41378869e-01	  4.33012022e-01
209	  6.25922341e-01	  7.09943682e-01	  7.58736329e-01	  7.87197776e-01	  8.04937682e-01	  5.04917262e-01	  5.30542302e-01	  5.53344288e-01	  5.73487355e-01	  5.90974384e-01	  4.80932106e-01	  4.89629994e-01	  4.96471342e-01	  5.01509059e-01	  5.04712525e-01	  4.68638994e-01	  4.68783165e-01	  4.67619210e-01	  4.65066024e-01	  4.61029576e-01	  4.60155520e-01	  4.54675474e-01	  4.48450203e-01	  4.41244392e-01	  4.32876777e-01
210	  6.25803835e-01	  7.09848432e-01	  7.58665777e-01	  7.87145714e-01	  8.04897555e-01	  5.04781785e-01	  5.30409770e-01	  5.53214584e-01	  5.73360361e-01	  5.90849952e-01	  4.80794045e-01	  4.89492854e-01	  4.96334940e-01	  5.01373207e-01	  5.04577027e-01	  4.68499661e-01	  4.68643847e-01	  4.67479774e-01	  4.64926328e-01	  4.60889473e-01	  4.60015327e-01	  4.54534733e-01	  4.48308846e-01	  4.41102330e-01	  4.32733907e-01
211	  6.25677795e-01	  7.09747078e-01	  7.58590653e-01	  7.87090243e-01	  8.04854782e-01	  5.04637737e-01	  5.30268847e-01	  5.53076662e-01	  5.73225314e-01	  5.90717623e-01	  4.80647256e-01	  4.89347043e-01	  4.96189911e-01	  5.01228763e-01	  5.04432959e-01	  4.68351522e-01	  4.68495725e-01	  4.67331526e-01	  4.64777806e-01	  4.60740518e-01	  4.59866276e-01	  4.54385102e-01	  4.48158562e-01	  4.40951297e-01	  4.32582016e-01
212	  6.25542900e-01	  7.09638546e-01	  7.58510153e-01	  7.87030764e-01	  8.04808894e-01	  5.04483619e-01	  5.30118065e-01	  5.52929082e-01	  5.73080805e-01	  5.90576015e-01	  4.80490212e-01	  4.89191042e-01	  4.96034745e-01	  5.01074221e-01	  5.04278818e-01	  4.68193038e-01	  4.68337258e-01	  4.67172925e-01	  4.64618911e-01	  4.60581161e-01	  4.59706818e-01	  4.54225023e-01	  4.47997786e-01	  4.40789723e-01	  4.32419527e-01
213	  6.25397647e-01	  7.09521616e-01	  7.58423359e-01	  7.86966588e-01	  8.04759356e-01	  5.04317721e-01	  5.29955749e-01	  5.52770206e-01	  5.72925225e-01	  5.90423551e-01	  4.80321172e-01	  4.89023122e-01	  4.95867722e-01	  5.00907869e-01	  5.04112896e-01	  4.68022451e-01	  4.68166691e-01	  4.67002214e-01	  4.64447884e-01	  4.60409639e-01	  4.59535186e-01	  4.54052725e-01	  4.47824739e-01	  4.40615819e-01	  4.32244640e-01
214	  6.25240314e-01	  7.09394885e-01	  7.58329215e-01	  7.86896926e-01	  8.04705552e-01	  5.04138092e-01	  5.29779987e-01	  5.52598158e-01	  5.72756738e-01	  5.90258430e-01	  4.80138149e-01	  4.88841309e-01	  4.95686878e-01	  5.00727747e-01	  5.03933240e-01	  4.67837758e-01	  4.67982018e-01	  4.66817386e-01	  4.64262716e-01	  4.60223935e-01	  4.59349363e-01	  4.53866184e-01	  4.47637389e-01	  4.40427544e-01	  4.32055303e-01
215	  6.25068930e-01	  7.09256748e-01	  7.58226508e-01	  7.86820866e-01	  8.04646769e-01	  5.03942494e-01	  5.29588589e-01	  5.52410794e-01	  5.72573240e-01	  5.90078587e-01	  4.79938868e-01	  4.88643341e-01	  4.95489961e-01	  5.00531617e-01	  5.03737614e-01	  4.67636663e-01	  4.67780945e-01	  4.66616145e-01	  4.64061105e-01	  4.60021743e-01	  4.59147043e-01	  4.53663083e-01	  4.47433410e-01	  4.40222560e-01	  4.31849167e-01
216	  6.24881232e-01	  7.09105357e-01	  7.58113842e-01	  7.86737356e-01	  8.04582185e-01	  5.03728368e-01	  5.29379047e-01	  5.52205653e-01	  5.72372320e-01	  5.89881656e-01	  4.79720722e-01	  4.88426628e-01	  4.95274396e-01	  5.00316908e-01	  5.03523457e-01	  4.67416538e-01	  4.67560844e-01	  4.66395859e-01	  4.63840417e-01	  4.59800420e-01	  4.58925580e-01	  4.53440768e-01	  4.47210138e-01	  4.39998191e-01	  4.31623541e-01
217	  6.24674624e-01	  7.08938589e-01	  7.57989606e-01	  7.86645182e-01	  8.04510849e-01	  5.03492777e-01	  5.29148481e-01	  5.51979915e-01	  5.72151210e-01	  5.89664921e-01	  4.79480722e-01	  4.88188200e-01	  4.95037226e-01	  5.00080679e-01	  5.03287831e-01	  4.67174368e-01	  4.67318701e-01	  4.66153515e-01	  4.63597630e-01	  4.59556937e-01	  4.58681944e-01	  4.53196198e-01	  4.46964518e-01	  4.39751369e-01	  4.31375340e-01
